Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
N18.6	End stage renal disease	139233	magnesium orotate	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	314718	magnesium acetate	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	52356	magnesium citrate	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	6574	magnesium	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	6581	magnesium hydroxide	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	6585	magnesium sulfate	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	52358	magnesium gluconate	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
N18.6	End stage renal disease	6582	magnesium oxide	E21.3	Hyperparathyroidism, unspecified	0.00328	2e-16	-10.2	MIMIC-IV
I22	cardiac infarction	54552	perindopril	I42.0	Dilated cardiomyopathy	0.003275	2e-16	-0.19842	UKB
C91.00	Acute lymphoblastic leukemia NOS	1304991	vincristine liposome	E88.3	Tumor lysis syndrome	0.00327	2e-16	-1.33	MIMIC-IV
E78.5	Hyperlipidemia, unspecified	42463	pravastatin	D64.9	Anemia, unspecified	0.00326	2e-16	-0.0134	UKB
I10	high blood pressure	265647	garlic preparation	H54	Blindness and low vision	0.00326	2e-16	-0.10271	UKB
I10	high blood pressure	1309210	oil of garlic	H54	Blindness and low vision	0.00326	2e-16	-0.10271	UKB
I25.10	Atherosclerotic heart disease NOS	36567	simvastatin	I47.2	Ventricular tachycardia	0.00326	2e-16	-0.30313	MIMIC-IV
I21	cardiac infarction	83367	atorvastatin	J81.0	Acute edema of lung	0.003258	2e-16	-0.107091	MIMIC-IV
I21	cardiac infarction	49276	doxazosin	I44.3	Atrioventricular block NOS	0.003255	2e-16	-0.385746	UKB
N18.9	Chronic uremia NOS	52175	losartan	R80	Proteinuria	0.003231	2e-16	-0.321941	UKB
N19	Uremia NOS	83818	irbesartan	D64.9	Anemia, unspecified	0.00323	2e-16	-0.01443	UKB
I50.9	Congestive heart disease	6185	labetalol	I27.20	Pulmonary hypertension NOS	0.00323	2e-16	-0.05529	MIMIC-IV
N18.6	End stage renal disease	4603	furosemide	D64.9	Anemia, unspecified	0.003222	2e-16	-0.017257	MIMIC-IV
M32	Systemic lupus erythematosus	8640	prednisone	I51.9	Heart disease, unspecified	0.003217	2e-16	-0.230513	MIMIC-IV
A69.2	Lyme disease	723	amoxicillin	M19.90	Arthritis NOS	0.003213	2e-16	-0.034223	MIMIC-IV
M06.9	Rheumatoid arthritis, unspecified	5640	ibuprofen	M77.4	Metatarsalgia	0.003211	2e-16	-0.743145	UKB
E11	diabetes NOS	83818	irbesartan	E87.5	Hyperkalemia	0.00321	2e-16	-0.06851	UKB
N08	Nephritis	6579	magnesium chloride	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	1426853	magnesium cation	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	236741	magnesium sulfate heptahydrate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	215976	magnesium, chelated	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	29170	magnesium trisilicate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	142131	magnesium aspartate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	283578	magnesium malate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	29155	magnesium carbonate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	214688	magnesium lactate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	139233	magnesium orotate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	314718	magnesium acetate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	52356	magnesium citrate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	6574	magnesium	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	6581	magnesium hydroxide	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	6585	magnesium sulfate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	52358	magnesium gluconate	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	6582	magnesium oxide	N28.9	Nephropathy NOS	0.00321	2e-16	-1.44221	MIMIC-IV
N08	Nephritis	762675	methylprednisolone 4 mg oral tablet	N18.9	Chronic uremia NOS	0.00321	2e-16	-0.02959	MIMIC-IV
N08	Nephritis	6902	methylprednisolone	N18.9	Chronic uremia NOS	0.00321	2e-16	-0.02959	MIMIC-IV
D86	Sarcoidosis	8640	prednisone	G62.9	Neuropathy NOS	0.00321	2e-16	-0.102557	MIMIC-IV
I21	cardiac infarction	341248	ezetimibe	I50.9	Congestive heart disease	0.003207	2e-16	-0.0447	UKB
I10	high blood pressure	83367	atorvastatin	I50.30	Unspecified diastolic (congestive) heart failure	0.0032	2e-16	0.17833	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	689579	Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine	J45	Asthma	0.003199	0.008	-0.009959	UKB
J44.9	Chronic obstructive lung disease NOS	2670	codeine	J45	Asthma	0.003199	0.008	-0.009959	UKB
J44.9	Chronic obstructive lung disease NOS	690647	Brompheniramine / Codeine / Phenylephrine	J45	Asthma	0.003199	0.008	-0.009959	UKB
J44.9	Chronic obstructive lung disease NOS	214442	Codeine / Guaifenesin	J45	Asthma	0.003199	0.008	-0.009959	UKB
M06.9	Rheumatoid arthritis, unspecified	3355	diclofenac	H90.5	Neural hearing loss NOS	0.00319	0.002	-0.20671	UKB
I21	cardiac infarction	7646	omeprazole	I25.5	Ischemic cardiomyopathy	0.00319	2e-16	1.91	UKB
J00	Coryza (acute)	236142	zinc aspartate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11416	zinc	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236911	zinc citrate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39937	zinc chloride	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58295	zinc acetate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58301	zinc picolinate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39954	zinc sulfate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58300	zinc gluconate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11423	zinc oxide	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39952	zinc pyrithione	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236142	zinc aspartate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11416	zinc	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236911	zinc citrate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39937	zinc chloride	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58295	zinc acetate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58301	zinc picolinate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39954	zinc sulfate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58300	zinc gluconate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11423	zinc oxide	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39952	zinc pyrithione	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236142	zinc aspartate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11416	zinc	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236911	zinc citrate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39937	zinc chloride	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58295	zinc acetate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58301	zinc picolinate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39954	zinc sulfate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58300	zinc gluconate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11423	zinc oxide	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39952	zinc pyrithione	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236142	zinc aspartate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11416	zinc	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	236911	zinc citrate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39937	zinc chloride	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58295	zinc acetate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58301	zinc picolinate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39954	zinc sulfate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	58300	zinc gluconate	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	11423	zinc oxide	J45	Asthma	0.00319	0.01	-0.00948	UKB
J00	Coryza (acute)	39952	zinc pyrithione	J45	Asthma	0.00319	0.01	-0.00948	UKB
N19	Uremia NOS	22701	(+)-panthenol	E87.2	Acidosis	0.00319	2e-16	-0.01543	MIMIC-IV
N19	Uremia NOS	36118	calcitonin (salmon synthetic)	E87.2	Acidosis	0.00319	2e-16	-0.01543	MIMIC-IV
N19	Uremia NOS	2418	cholecalciferol	E87.2	Acidosis	0.00319	2e-16	-0.01543	MIMIC-IV
A15	Respiratory tuberculosis	762675	methylprednisolone 4 mg oral tablet	L04	Acute lymphadenitis	0.00319	2e-16	-0.03714	MIMIC-IV
A15	Respiratory tuberculosis	6902	methylprednisolone	L04	Acute lymphadenitis	0.00319	2e-16	-0.03714	MIMIC-IV
E78.5	Hyperlipidemia, unspecified	42463	pravastatin	K76.0	Nonalcoholic fatty liver disease (NAFLD)	0.00318	0.002	-0.035042	UKB
I21	cardiac infarction	301542	rosuvastatin	I50.9	Congestive heart disease	0.00318	2e-16	-0.04442	UKB
I21	cardiac infarction	5224	heparin	I25.5	Ischemic cardiomyopathy	0.00318	2e-16	-2.13296	MIMIC-IV
N28.9	Nephropathy NOS	4316	felodipine	E87.5	Hyperkalemia	0.003179	2e-16	-0.072721	UKB
I10	high blood pressure	214623	Hydrochlorothiazide / Propranolol	I51.7	Cardiomegaly	0.003176	2e-16	-0.051723	UKB
I10	high blood pressure	8787	propranolol	I51.7	Cardiomegaly	0.003176	2e-16	-0.051723	UKB
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	M81.0	Osteoporosis NOS	0.00317	2e-16	-0.0507	MIMIC-IV
I21	cardiac infarction	69749	valsartan	I51.7	Cardiomegaly	0.003162	2e-16	-0.028808	UKB
I21	cardiac infarction	900937	aliskiren / valsartan	I51.7	Cardiomegaly	0.003162	2e-16	-0.028808	UKB
I21	cardiac infarction	1656339	sacubitril / valsartan	I51.7	Cardiomegaly	0.003162	2e-16	-0.028808	UKB
E78.5	Hyperlipidemia, unspecified	42463	pravastatin	E88	Other metabolic disorders	0.003159	2e-16	-0.109783	UKB
J00	Coryza (acute)	689579	Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine	H54	Blindness and low vision	0.003154	2e-16	-0.089828	UKB
J00	Coryza (acute)	2670	codeine	H54	Blindness and low vision	0.003154	2e-16	-0.089828	UKB
J00	Coryza (acute)	690647	Brompheniramine / Codeine / Phenylephrine	H54	Blindness and low vision	0.003154	2e-16	-0.089828	UKB
J00	Coryza (acute)	214442	Codeine / Guaifenesin	H54	Blindness and low vision	0.003154	2e-16	-0.089828	UKB
K21.9	Esophageal reflux NOS	7646	omeprazole	H92.0	Otalgia	0.003148	2e-16	-0.408653	UKB
I21	cardiac infarction	29046	lisinopril	I44.3	Atrioventricular block NOS	0.003143	2e-16	-0.446417	UKB
I21	cardiac infarction	214618	Hydrochlorothiazide / Lisinopril	I44.3	Atrioventricular block NOS	0.003143	2e-16	-0.446417	UKB
I21	cardiac infarction	5470	hydralazine	I47.2	Ventricular tachycardia	0.003139	2e-16	-0.055413	MIMIC-IV
R73.9	Hyperglycemia, unspecified	6809	metformin	E13	secondary diabetes mellitus NEC	0.003129	2e-16	-0.659165	UKB
N19	Uremia NOS	6918	metoprolol	I45.81	Long QT syndrome	0.003128	2e-16	-0.108406	MIMIC-IV
N19	Uremia NOS	83818	irbesartan	J18.0	Bronchopneumonia, unspecified	0.00312	2e-16	-0.258	UKB
J81	Pulmonary edema	4603	furosemide	J96.0	Acute respiratory failure	0.003115	2e-16	-0.213866	UKB
I25.10	Atherosclerotic heart disease NOS	36567	simvastatin	I50.20	Unspecified systolic (congestive) heart failure	0.003113	2e-16	-0.173433	MIMIC-IV
I21	cardiac infarction	42463	pravastatin	N17.9	Acute renal failure, unspecified	0.00311	2e-16	-0.0173	UKB
I63	Cerebral infarction	5224	heparin	I67.9	Cerebrovascular disease, unspecified	0.00311	2e-16	0.0798	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	689579	Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine	D75.1	Polycythemia NOS	0.003109	2e-16	-0.211317	UKB
J44.9	Chronic obstructive lung disease NOS	2670	codeine	D75.1	Polycythemia NOS	0.003109	2e-16	-0.211317	UKB
J44.9	Chronic obstructive lung disease NOS	690647	Brompheniramine / Codeine / Phenylephrine	D75.1	Polycythemia NOS	0.003109	2e-16	-0.211317	UKB
J44.9	Chronic obstructive lung disease NOS	214442	Codeine / Guaifenesin	D75.1	Polycythemia NOS	0.003109	2e-16	-0.211317	UKB
N08	Nephritis	11248	vitamin b 12	N19	Uremia NOS	0.003109	2e-16	-0.103235	UKB
E78.5	Hyperlipidemia, unspecified	803516	Niacin / Simvastatin	E73	Lactose intolerance	0.0031	2e-16	-0.919	UKB
E78.5	Hyperlipidemia, unspecified	36567	simvastatin	E73	Lactose intolerance	0.0031	2e-16	-0.919	UKB
I21	cardiac infarction	301542	rosuvastatin	N17.9	Acute renal failure, unspecified	0.003099	2e-16	-0.017134	UKB
E24	Cushing's syndrome	216525	Dexamethasone / Neomycin / Polymyxin B	M81.0	Osteoporosis NOS	0.003099	2e-16	-0.044577	MIMIC-IV
E24	Cushing's syndrome	3264	dexamethasone	M81.0	Osteoporosis NOS	0.003099	2e-16	-0.044577	MIMIC-IV
I10	high blood pressure	83367	atorvastatin	I70	atheroma	0.003094	2e-16	-0.14906	UKB
N19	Uremia NOS	22701	(+)-panthenol	D64.9	Anemia, unspecified	0.00309	2e-16	-0.01287	MIMIC-IV
N19	Uremia NOS	36118	calcitonin (salmon synthetic)	D64.9	Anemia, unspecified	0.00309	2e-16	-0.01287	MIMIC-IV
N19	Uremia NOS	2418	cholecalciferol	D64.9	Anemia, unspecified	0.00309	2e-16	-0.01287	MIMIC-IV
A15	Respiratory tuberculosis	762675	methylprednisolone 4 mg oral tablet	J98.4	Pulmolithiasis	0.00309	2e-16	-0.0272	MIMIC-IV
A15	Respiratory tuberculosis	6902	methylprednisolone	J98.4	Pulmolithiasis	0.00309	2e-16	-0.0272	MIMIC-IV
H20.9	Uveitis NOS	693010	Neomycin / Polymyxin B / prednisolone	H26.4	After-cataract	0.003087	2e-16	-0.062159	UKB
H20.9	Uveitis NOS	690161	prednisolone / Sulfacetamide	H26.4	After-cataract	0.003087	2e-16	-0.062159	UKB
H20.9	Uveitis NOS	8638	prednisolone	H26.4	After-cataract	0.003087	2e-16	-0.062159	UKB
I21	cardiac infarction	42463	pravastatin	I47.2	Ventricular tachycardia	0.003086	2e-16	-0.118863	UKB
N18.9	Chronic uremia NOS	214621	Hydrochlorothiazide / Metoprolol	G62.9	Neuropathy NOS	0.003083	2e-16	-0.038572	UKB
N18.9	Chronic uremia NOS	6918	metoprolol	G62.9	Neuropathy NOS	0.003083	2e-16	-0.038572	UKB
E11	diabetes NOS	83818	irbesartan	E87	Other disorders of fluid, electrolyte and acid-base balance	0.00308	2e-16	-0.01679	UKB
I21	cardiac infarction	4603	furosemide	F43.1	Traumatic neurosis	0.003079	2e-16	-0.273675	UKB
E78.5	Hyperlipidemia, unspecified	301542	rosuvastatin	I51.9	Heart disease, unspecified	0.003071	2e-16	-0.07743	UKB
I21	cardiac infarction	214354	candesartan	F43.1	Traumatic neurosis	0.00307	2e-16	-0.247	UKB
M32	Systemic lupus erythematosus	216525	Dexamethasone / Neomycin / Polymyxin B	N04	lipoid nephrosis	0.00307	2e-16	-0.53011	MIMIC-IV
M32	Systemic lupus erythematosus	3264	dexamethasone	N04	lipoid nephrosis	0.00307	2e-16	-0.53011	MIMIC-IV
E87.6	Hypokalemia	214624	Hydrochlorothiazide / Reserpine	G62.9	Neuropathy NOS	0.003067	2e-16	-0.065093	MIMIC-IV
E87.6	Hypokalemia	214622	Hydrochlorothiazide / moexipril	G62.9	Neuropathy NOS	0.003067	2e-16	-0.065093	MIMIC-IV
E87.6	Hypokalemia	5487	hydrochlorothiazide	G62.9	Neuropathy NOS	0.003067	2e-16	-0.065093	MIMIC-IV
E87.6	Hypokalemia	214615	Hydralazine / Hydrochlorothiazide	G62.9	Neuropathy NOS	0.003067	2e-16	-0.065093	MIMIC-IV
E53.8	Folate deficiency	4511	folic acid	I67.9	Cerebrovascular disease, unspecified	0.003064	2e-16	-0.061247	UKB
I50.9	Congestive heart disease	1202	atenolol	J81.1	Pulmonary edema NOS	0.00306	2e-16	-0.1	MIMIC-IV
M32.9	Systemic lupus erythematosus NOS	216525	Dexamethasone / Neomycin / Polymyxin B	I27.20	Pulmonary hypertension NOS	0.00306	2e-16	-0.11951	MIMIC-IV
M32.9	Systemic lupus erythematosus NOS	3264	dexamethasone	I27.20	Pulmonary hypertension NOS	0.00306	2e-16	-0.11951	MIMIC-IV
I21	cardiac infarction	3521	dipyridamole	I50.9	Congestive heart disease	0.00305	2e-16	-0.03985	UKB
I50.9	Congestive heart disease	4603	furosemide	J94.8	Hydrothorax	0.00305	2e-16	-0.26412	UKB
E11	diabetes NOS	52175	losartan	E80	defects of catalase and peroxidase	0.00305	2e-16	-0.142745	UKB
I21	cardiac infarction	341248	ezetimibe	I47.2	Ventricular tachycardia	0.00305	2e-16	-0.11813	UKB
I21	cardiac infarction	803516	Niacin / Simvastatin	F43.1	Traumatic neurosis	0.003049	2e-16	-0.580322	UKB
I21	cardiac infarction	36567	simvastatin	F43.1	Traumatic neurosis	0.003049	2e-16	-0.580322	UKB
N28.9	Nephropathy NOS	11248	vitamin b 12	N19	Uremia NOS	0.003043	2e-16	-0.105816	UKB
M06.9	Rheumatoid arthritis, unspecified	5640	ibuprofen	K92.9	Disease of digestive system, unspecified	0.00304	2e-16	-0.904	UKB
E87.5	Hyperkalemia	314683	insulin, zinc, human	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	51428	insulin, aspart, human	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	139825	insulin detemir	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	253182	insulin (human)	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	274783	insulin glargine	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	314684	insulin, protamine lispro, human	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	631657	insulin human, rdna origin	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	1670007	insulin degludec	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	1605101	insulin, isophane	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	221110	ultralente insulin, human	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	400008	insulin glulisine	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	352385	insulin, aspart protamine, human	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
E87.5	Hyperkalemia	86009	insulin lispro	I44.3	Atrioventricular block NOS	0.00304	2e-16	-0.372	UKB
