Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
M45	Ankylosing spondylitis	283742	esomeprazole	N08	Nephritis	0.000306	0.018	-0.00142	MIMIC-IV
F41.9	Anxiety NOS	2403	chlorpromazine	G47.0	Insomnia	0.000305	2e-16	-0.0202	UKB
G35	Multiple sclerosis	8640	prednisone	G50.0	Tic douloureux	0.000305	0.004	-0.037245	UKB
D50	asiderotic anemia	105669	polysaccharide iron complex	K90.0	Celiac disease	0.000305	2e-16	-0.00656	UKB
D50	asiderotic anemia	978673	heme iron polypeptide	K90.0	Celiac disease	0.000305	2e-16	-0.00656	UKB
E85	Amyloidosis	2683	colchicine	R80	Proteinuria	0.000305	2e-16	-0.0463	MIMIC-IV
K51	Ulcerative colitis	3264	dexamethasone	E04.9	Goiter NOS	0.000305	2e-16	-0.034287	MIMIC-IV
K51	Ulcerative colitis	216525	Dexamethasone / Neomycin / Polymyxin B	E04.9	Goiter NOS	0.000305	2e-16	-0.034287	MIMIC-IV
N19	Uremia NOS	36118	calcitonin (salmon synthetic)	N25.0	Renal rickets	0.000302	2e-16	0.340106	MIMIC-IV
N19	Uremia NOS	2418	cholecalciferol	N25.0	Renal rickets	0.000302	2e-16	0.340106	MIMIC-IV
N19	Uremia NOS	22701	(+)-panthenol	N25.0	Renal rickets	0.000302	2e-16	0.340106	MIMIC-IV
N19	Uremia NOS	5487	hydrochlorothiazide	J18.0	Bronchopneumonia, unspecified	0.000301	2e-16	-0.0958	MIMIC-IV
N19	Uremia NOS	214624	Hydrochlorothiazide / Reserpine	J18.0	Bronchopneumonia, unspecified	0.000301	2e-16	-0.0958	MIMIC-IV
N19	Uremia NOS	214622	Hydrochlorothiazide / moexipril	J18.0	Bronchopneumonia, unspecified	0.000301	2e-16	-0.0958	MIMIC-IV
N19	Uremia NOS	214615	Hydralazine / Hydrochlorothiazide	J18.0	Bronchopneumonia, unspecified	0.000301	2e-16	-0.0958	MIMIC-IV
M06.9	Rheumatoid arthritis, unspecified	41493	meloxicam	M24.6	Ankylosis of joint	0.0003	0.012	-0.0862	UKB
N08	Nephritis	10763	triamterene	I15	Secondary hypertension	0.0003	2e-16	-0.00172	MIMIC-IV
N08	Nephritis	258337	Hydrochlorothiazide / Triamterene	I15	Secondary hypertension	0.0003	2e-16	-0.00172	MIMIC-IV
E53.8	Folate deficiency	5514	hydroxocobalamin	I95.1	Hypotension, postural	0.000299	0.006	-0.00367	UKB
J11.1	Influenza NOS	3289	dextromethorphan	I46	Cardiac arrest	0.000299	2e-16	-0.000756	MIMIC-IV
E87.6	Hypokalemia	644	amiloride	I46	Cardiac arrest	0.000298	2e-16	-0.00516	UKB
C85.9	Lymphoma NOS	6851	methotrexate	G90.2	Horner's syndrome	0.000298	2e-16	-0.118	UKB
I10	high blood pressure	1808	bumetanide	I21	cardiac infarction	0.000297	0.012	-0.00239	UKB
K51	Ulcerative colitis	7407	nicotine	K52.9	Colitis NOS	0.000297	2e-16	-0.002036	UKB
I10	high blood pressure	54552	perindopril	D61.9	Medullary hypoplasia	0.000297	2e-16	-0.0107	UKB
J44.9	Chronic obstructive lung disease NOS	3289	dextromethorphan	G40.909	Epilepsy NOS	0.000297	2e-16	-0.00454	MIMIC-IV
G20	Hemiparkinsonism	620	amantadine	G24	Dystonia	0.000296	2e-16	-0.0755	UKB
E53.8	Folate deficiency	5514	hydroxocobalamin	G95.9	Myelopathy NOS	0.000296	0.006	-0.0368	UKB
I10	high blood pressure	9997	spironolactone	H93.1	Tinnitus	0.000296	0.012	-0.0101	UKB
I10	high blood pressure	324042	Hydrochlorothiazide / Spironolactone	H93.1	Tinnitus	0.000296	0.012	-0.0101	UKB
I21	cardiac infarction	19484	bisoprolol	I51.4	Myocarditis NOS	0.000296	2e-16	-0.0967	UKB
I21	cardiac infarction	3443	diltiazem	I50.81	Right heart failure	0.000296	0.014	-0.0236	MIMIC-IV
I21	cardiac infarction	214507	Diltiazem / Enalapril	I50.81	Right heart failure	0.000296	0.014	-0.0236	MIMIC-IV
F41.9	Anxiety NOS	7531	nortriptyline	G47.0	Insomnia	0.000296	0.008	-0.00559	MIMIC-IV
K52.9	Colitis NOS	6468	loperamide	E16.2	Hypoglycemia, unspecified	0.000295	2e-16	-0.00705	UKB
K52.9	Colitis NOS	214681	Loperamide / Simethicone	E16.2	Hypoglycemia, unspecified	0.000295	2e-16	-0.00705	UKB
D50	asiderotic anemia	105669	polysaccharide iron complex	K13.0	Cheilosis	0.000294	0.002	-0.00945	UKB
D50	asiderotic anemia	978673	heme iron polypeptide	K13.0	Cheilosis	0.000294	0.002	-0.00945	UKB
N28.9	Nephropathy NOS	1808	bumetanide	G62.9	Neuropathy NOS	0.000294	0.002	-0.00708	MIMIC-IV
N18.9	Chronic uremia NOS	2599	clonidine	M89.9	Unspecified disorder of bone	0.000292	2e-16	-0.0748	MIMIC-IV
I21	cardiac infarction	36567	simvastatin	I50.81	Right heart failure	0.000292	0.002	-0.0257	MIMIC-IV
I10	high blood pressure	19484	bisoprolol	G93.9	Disorder of brain, unspecified	0.000291	2e-16	-0.0316	UKB
E16.2	Hypoglycemia, unspecified	4832	glucagon	I51.81	Takotsubo syndrome	0.000291	2e-16	-0.0979	MIMIC-IV
N18.9	Chronic uremia NOS	6581	magnesium hydroxide	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	52358	magnesium gluconate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	1426853	magnesium cation	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	6582	magnesium oxide	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	52356	magnesium citrate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	283578	magnesium malate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	6585	magnesium sulfate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	214688	magnesium lactate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	142131	magnesium aspartate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	215976	magnesium, chelated	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	314718	magnesium acetate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	6574	magnesium	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	29170	magnesium trisilicate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	29155	magnesium carbonate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	236741	magnesium sulfate heptahydrate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	6579	magnesium chloride	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
N18.9	Chronic uremia NOS	139233	magnesium orotate	E21.2	Other hyperparathyroidism	0.00029	2e-16	0.252	MIMIC-IV
I22	cardiac infarction	7646	omeprazole	I49.01	Ventricular fibrillation	0.00029	2e-16	-0.399016	MIMIC-IV
N19	Uremia NOS	36118	calcitonin (salmon synthetic)	G25.5	Chorea NOS	0.000288	2e-16	-0.117	MIMIC-IV
N19	Uremia NOS	2418	cholecalciferol	G25.5	Chorea NOS	0.000288	2e-16	-0.117	MIMIC-IV
N19	Uremia NOS	22701	(+)-panthenol	G25.5	Chorea NOS	0.000288	2e-16	-0.117	MIMIC-IV
I21	cardiac infarction	8629	prazosin	I70	atheroma	0.000288	2e-16	-0.00874	MIMIC-IV
N08	Nephritis	4821	glipizide	E21.3	Hyperparathyroidism, unspecified	0.000287	2e-16	-0.0192	UKB
K74.60	Cirrhosis (of liver) NOS	4603	furosemide	C80.1	Cancer NOS	0.000287	2e-16	-0.0312	MIMIC-IV
N04	lipoid nephrosis	5487	hydrochlorothiazide	N17.9	Acute renal failure, unspecified	0.000287	0.004	-0.00258	MIMIC-IV
N04	lipoid nephrosis	214624	Hydrochlorothiazide / Reserpine	N17.9	Acute renal failure, unspecified	0.000287	0.004	-0.00258	MIMIC-IV
N04	lipoid nephrosis	214622	Hydrochlorothiazide / moexipril	N17.9	Acute renal failure, unspecified	0.000287	0.004	-0.00258	MIMIC-IV
N04	lipoid nephrosis	214615	Hydralazine / Hydrochlorothiazide	N17.9	Acute renal failure, unspecified	0.000287	0.004	-0.00258	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	8163	phenylephrine	K85.9	Pancreatitis NOS	0.000287	2e-16	-0.00848	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	214603	Guaifenesin / Hydrocodone / Phenylephrine	K85.9	Pancreatitis NOS	0.000287	2e-16	-0.00848	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	1007646	phenylephrine / triprolidine	K85.9	Pancreatitis NOS	0.000287	2e-16	-0.00848	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	261432	Phenylephrine / Pyrilamine	K85.9	Pancreatitis NOS	0.000287	2e-16	-0.00848	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	214449	Codeine / Phenylephrine / Promethazine	K85.9	Pancreatitis NOS	0.000287	2e-16	-0.00848	MIMIC-IV
I10	high blood pressure	7417	nifedipine	I51.7	Cardiomegaly	0.000286	0.008	-0.00422	UKB
I10	high blood pressure	11170	verapamil	N18.9	Chronic uremia NOS	0.000286	0.012	-0.00493	UKB
L20	Atopic dermatitis	42316	tacrolimus	H26	Other cataract	0.000286	0.022	-0.00596	MIMIC-IV
L20	Atopic dermatitis	1164204	tacrolimus topical product	H26	Other cataract	0.000286	0.022	-0.00596	MIMIC-IV
N18.9	Chronic uremia NOS	261415	Fosinopril / Hydrochlorothiazide	D64.9	Anemia, unspecified	0.000285	2e-16	-0.00109	UKB
N18.9	Chronic uremia NOS	50166	fosinopril	D64.9	Anemia, unspecified	0.000285	2e-16	-0.00109	UKB
K74.60	Cirrhosis (of liver) NOS	9997	spironolactone	K76.81	Hepatopulmonary syndrome	0.000285	2e-16	0.0794	MIMIC-IV
M06.9	Rheumatoid arthritis, unspecified	140587	celecoxib	H90.5	Neural hearing loss NOS	0.000284	0.002	-0.0121	UKB
M06.9	Rheumatoid arthritis, unspecified	1998	captopril	J84.9	Interstitial pneumonia NOS	0.000283	0.004	-0.0147	UKB
M06.9	Rheumatoid arthritis, unspecified	7984	penicillin v	J47	Bronchiectasis	0.000283	2e-16	-0.00361	UKB
M06.9	Rheumatoid arthritis, unspecified	690161	prednisolone / Sulfacetamide	M24.7	Protrusio acetabuli	0.000283	2e-16	-0.117	UKB
M06.9	Rheumatoid arthritis, unspecified	8638	prednisolone	M24.7	Protrusio acetabuli	0.000283	2e-16	-0.117	UKB
M06.9	Rheumatoid arthritis, unspecified	693010	Neomycin / Polymyxin B / prednisolone	M24.7	Protrusio acetabuli	0.000283	2e-16	-0.117	UKB
K76.9	Liver disease, unspecified	1808	bumetanide	D61.81	Pancytopenia	0.000283	2e-16	-0.004943	MIMIC-IV
E78.5	Hyperlipidemia, unspecified	4719	gemfibrozil	G62.9	Neuropathy NOS	0.000282	2e-16	-0.00632	MIMIC-IV
I63	Cerebral infarction	5224	heparin	R41.3	Amnesia NOS	0.000282	2e-16	-0.0784	MIMIC-IV
D64.9	Anemia, unspecified	684879	pyridoxine	I67.9	Cerebrovascular disease, unspecified	0.000281	0.024	-0.00327	UKB
J44.9	Chronic obstructive lung disease NOS	1009156	Chlorpheniramine / Methscopolamine / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214394	Chlorpheniramine / Phenylpropanolamine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	689632	Chlorpheniramine / Methscopolamine / Pseudoephedrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	689387	Chlorpheniramine / Dextromethorphan / Guaifenesin / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214409	Chlorpheniramine / Hydrocodone / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	466514	Chlorpheniramine / Hydrocodone / Pseudoephedrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	605999	Chlorpheniramine / Methscopolamine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214407	Chlorpheniramine / Guaifenesin / Pseudoephedrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214406	Chlorpheniramine / Guaifenesin / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	466431	Chlorpheniramine / Dextromethorphan / Pseudoephedrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214390	Chlorpheniramine / Dextromethorphan	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	404789	Chlorpheniramine / Ibuprofen / Pseudoephedrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	466513	carbetapentane / Chlorpheniramine / Ephedrine / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	689638	Chlorpheniramine / Phenylephrine / phenyltoloxamine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	689389	Chlorpheniramine / Dextromethorphan / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	2400	chlorpheniramine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214393	Chlorpheniramine / Phenylephrine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
J44.9	Chronic obstructive lung disease NOS	214416	Chlorpheniramine / Phenylephrine / Pyrilamine	G51.0	Facial palsy	0.00028	2e-16	-0.00618	UKB
I10	high blood pressure	9997	spironolactone	I67.9	Cerebrovascular disease, unspecified	0.00028	0.002	-0.00982	UKB
I10	high blood pressure	324042	Hydrochlorothiazide / Spironolactone	I67.9	Cerebrovascular disease, unspecified	0.00028	0.002	-0.00982	UKB
J44.9	Chronic obstructive lung disease NOS	3498	diphenhydramine	I73.89	Acrocyanosis	0.00028	2e-16	-0.0422	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	1158452	diphenhydramine topical product	I73.89	Acrocyanosis	0.00028	2e-16	-0.0422	MIMIC-IV
J45	Asthma	1158231	triamcinolone topical product	D72.1	Eosinophilia	0.00028	2e-16	-0.0287	MIMIC-IV
J45	Asthma	10759	triamcinolone	D72.1	Eosinophilia	0.00028	2e-16	-0.0287	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	1114195	rivaroxaban	I44.3	Atrioventricular block NOS	0.00028	2e-16	-0.0138	MIMIC-IV
K50	granulomatous enteritis	9524	sulfasalazine	N12	Pyelitis NOS	0.000279	0.002	-0.00919	UKB
C50	Paget's disease of breast	1164845	testosterone topical product	I31.3	Chylopericardium	0.000279	2e-16	-0.0074	UKB
C50	Paget's disease of breast	10379	testosterone	I31.3	Chylopericardium	0.000279	2e-16	-0.0074	UKB
J45	Asthma	1165657	fluticasone topical product	J98.4	Pulmolithiasis	0.000279	2e-16	-0.004335	UKB
J45	Asthma	41126	fluticasone	J98.4	Pulmolithiasis	0.000279	2e-16	-0.004335	UKB
M06.9	Rheumatoid arthritis, unspecified	7258	naproxen	I27.20	Pulmonary hypertension NOS	0.000278	0.004	-0.00883	MIMIC-IV
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314684	insulin, protamine lispro, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314684	insulin, protamine lispro, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314684	insulin, protamine lispro, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314684	insulin, protamine lispro, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314684	insulin, protamine lispro, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314684	insulin, protamine lispro, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1605101	insulin, isophane	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	352385	insulin, aspart protamine, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	51428	insulin, aspart, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	253182	insulin (human)	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	139825	insulin detemir	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	1670007	insulin degludec	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	631657	insulin human, rdna origin	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	86009	insulin lispro	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	221110	ultralente insulin, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	274783	insulin glargine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	314683	insulin, zinc, human	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
E11	diabetes NOS	400008	insulin glulisine	N08	Nephritis	0.000277	2e-16	-0.223633	UKB
